product_id,product_name,category,brand,unit_cost
472,Product_472,Home & Kitchen,Brand_C,445.28
473,Product_473,Toys,Brand_D,466.19
474,Product_474,Electronics,Brand_C,782.25
475,Product_475,Clothing,Brand_C,503.73
476,Product_476,Beauty,Brand_D,460.16
477,Product_477,Books,Brand_C,64.48
478,Product_478,Toys,Brand_C,494.7
479,Product_479,Toys,Brand_A,718.6
480,Product_480,Beauty,Brand_E,625.17
481,Product_481,Electronics,Brand_C,53.54
482,Product_482,Books,Brand_D,249.75
483,Product_483,Beauty,Brand_C,583.22
484,Product_484,Toys,Brand_B,677.71
485,Product_485,Books,Brand_B,422.08
486,Product_486,Beauty,Brand_E,458.35
487,Product_487,Books,Brand_A,713.98
488,Product_488,Sports,Brand_C,30.05
489,Product_489,Sports,Brand_A,126.6
490,Product_490,Home & Kitchen,Brand_D,484.12
491,Product_491,Electronics,Brand_E,39.4
492,Product_492,Beauty,Brand_A,644.57
493,Product_493,Beauty,Brand_E,770.42
494,Product_494,Sports,Brand_E,37.19
495,Product_495,Books,Brand_A,576.95
496,Product_496,Books,Brand_A,642.68
497,Product_497,Sports,Brand_E,83.35
498,Product_498,Books,Brand_B,229.65
499,Product_499,Clothing,Brand_A,220.03
500,Product_500,Sports,Brand_A,518.07
501,Product_501,Home & Kitchen,Brand_A,797.38
502,Product_502,Books,Brand_E,581.48
503,Product_503,Electronics,Brand_E,614.96
504,Product_504,Toys,Brand_C,683.38
505,Product_505,Sports,Brand_C,248.57
506,Product_506,Beauty,Brand_D,729.64
507,Product_507,Beauty,Brand_C,554.6
508,Product_508,Home & Kitchen,Brand_E,730.98
509,Product_509,Electronics,Brand_E,650.74
510,Product_510,Beauty,Brand_E,447.14
511,Product_511,Beauty,Brand_D,746.57
512,Product_512,Home & Kitchen,Brand_E,619.59
513,Product_513,Clothing,Brand_C,311.49
514,Product_514,Home & Kitchen,Brand_D,208.38
515,Product_515,Home & Kitchen,Brand_B,262.02
516,Product_516,Clothing,Brand_B,452.38
517,Product_517,Electronics,Brand_D,110.17
518,Product_518,Electronics,Brand_C,606.88
519,Product_519,Clothing,Brand_B,222.52
520,Product_520,Electronics,Brand_C,511.48
521,Product_521,Books,Brand_C,794.56
522,Product_522,Sports,Brand_D,116.37
523,Product_523,Home & Kitchen,Brand_D,219.17
524,Product_524,Sports,Brand_B,715.04
525,Product_525,Beauty,Brand_C,746.84
526,Product_526,Books,Brand_B,520.11
527,Product_527,Books,Brand_E,467.6
528,Product_528,Home & Kitchen,Brand_B,727.28
529,Product_529,Books,Brand_C,568.88
530,Product_530,Beauty,Brand_C,213.48
531,Product_531,Sports,Brand_B,131.6
532,Product_532,Electronics,Brand_C,579.31
533,Product_533,Home & Kitchen,Brand_E,485.01
534,Product_534,Clothing,Brand_B,747.46
535,Product_535,Home & Kitchen,Brand_B,10.15
536,Product_536,Clothing,Brand_C,758.04
537,Product_537,Home & Kitchen,Brand_C,497.51
538,Product_538,Books,Brand_E,421.88
539,Product_539,Books,Brand_B,342.92
540,Product_540,Toys,Brand_A,186.93
541,Product_541,Electronics,Brand_E,492.87
542,Product_542,Toys,Brand_E,197.02
543,Product_543,Toys,Brand_A,43.34
544,Product_544,Books,Brand_C,502.97
545,Product_545,Books,Brand_D,186.68
546,Product_546,Clothing,Brand_D,56.27
547,Product_547,Toys,Brand_E,460.9
548,Product_548,Books,Brand_D,658.5
549,Product_549,Beauty,Brand_E,484.08
550,Product_550,Books,Brand_A,361.67
551,Product_551,Sports,Brand_E,621.38
552,Product_552,Toys,Brand_B,763.45
553,Product_553,Beauty,Brand_D,369.01
554,Product_554,Sports,Brand_A,483.73
555,Product_555,Clothing,Brand_A,272.71
556,Product_556,Books,Brand_E,371.86
557,Product_557,Sports,Brand_B,494.43
558,Product_558,Books,Brand_A,607.78
559,Product_559,Sports,Brand_C,371.69
560,Product_560,Sports,Brand_C,7.83
561,Product_561,Beauty,Brand_C,516.03
562,Product_562,Beauty,Brand_E,519.16
563,Product_563,Electronics,Brand_A,491.82
564,Product_564,Home & Kitchen,Brand_A,778.38
565,Product_565,Books,Brand_C,576.4
566,Product_566,Books,Brand_A,221.59
567,Product_567,Beauty,Brand_D,384.41
568,Product_568,Beauty,Brand_B,353.66
569,Product_569,Electronics,Brand_D,547.4
570,Product_570,Sports,Brand_D,489.85
571,Product_571,Sports,Brand_D,353.23
572,Product_572,Beauty,Brand_C,710.9
573,Product_573,Beauty,Brand_E,31.93
574,Product_574,Sports,Brand_A,330.87
575,Product_575,Sports,Brand_D,688.62
576,Product_576,Clothing,Brand_A,23.57
577,Product_577,Clothing,Brand_A,728.83
578,Product_578,Sports,Brand_D,373.98
579,Product_579,Electronics,Brand_D,538.61
580,Product_580,Toys,Brand_B,635.51
581,Product_581,Beauty,Brand_C,484.5
582,Product_582,Sports,Brand_C,55.1
583,Product_583,Clothing,Brand_D,446.92
584,Product_584,Clothing,Brand_E,94.68
585,Product_585,Beauty,Brand_A,388.45
586,Product_586,Beauty,Brand_C,94.9
587,Product_587,Toys,Brand_E,36.72
588,Product_588,Electronics,Brand_E,66.36
589,Product_589,Electronics,Brand_B,192.47
590,Product_590,Electronics,Brand_E,289.63
591,Product_591,Home & Kitchen,Brand_B,680.82
592,Product_592,Books,Brand_C,30.98
593,Product_593,Home & Kitchen,Brand_C,635.69
594,Product_594,Home & Kitchen,Brand_E,65.85
595,Product_595,Beauty,Brand_D,722.42
596,Product_596,Clothing,Brand_E,584.63
597,Product_597,Toys,Brand_D,512.26
598,Product_598,Clothing,Brand_D,29.33
599,Product_599,Clothing,Brand_B,531.47
600,Product_600,Clothing,Brand_B,191.82
601,Product_601,Home & Kitchen,Brand_B,673.88
602,Product_602,Beauty,Brand_A,415.96
603,Product_603,Home & Kitchen,Brand_C,43.87
604,Product_604,Beauty,Brand_C,175.78
605,Product_605,Toys,Brand_D,649.2
606,Product_606,Sports,Brand_C,31.51
607,Product_607,Home & Kitchen,Brand_E,58.67
608,Product_608,Home & Kitchen,Brand_E,635.66
609,Product_609,Electronics,Brand_E,777.91
610,Product_610,Sports,Brand_E,561.4
611,Product_611,Electronics,Brand_A,8.05
612,Product_612,Clothing,Brand_A,123.97
613,Product_613,Electronics,Brand_D,85.21
614,Product_614,Books,Brand_C,164.13
615,Product_615,Beauty,Brand_A,240.13
616,Product_616,Sports,Brand_E,257.89
617,Product_617,Beauty,Brand_A,758.54
618,Product_618,Electronics,Brand_D,136.95
619,Product_619,Clothing,Brand_C,534.21
620,Product_620,Books,Brand_C,379.2
621,Product_621,Home & Kitchen,Brand_C,222.52
622,Product_622,Books,Brand_B,719.08
623,Product_623,Beauty,Brand_D,298.32
624,Product_624,Home & Kitchen,Brand_D,149.9
625,Product_625,Toys,Brand_C,734.88
626,Product_626,Books,Brand_C,82.0
627,Product_627,Toys,Brand_B,232.27
628,Product_628,Books,Brand_A,525.37
629,Product_629,Home & Kitchen,Brand_E,685.82
630,Product_630,Sports,Brand_E,424.39
631,Product_631,Beauty,Brand_C,493.1
632,Product_632,Toys,Brand_A,601.61
633,Product_633,Beauty,Brand_E,176.7
